fact_id,candidate_id,subject_entity,metric_id,metric,value,source_id,source_date,confidence,allowed_wording,prohibited_extension
F-0012,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-002-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0013,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M05,Spare_Parts_Availability_Score,10,"SRC-P-002-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0014,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M06,Warranty_Coverage_Index,10,"SRC-P-002-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0015,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-002-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0016,P-002,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-002-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-240 с ПСМ КПП 3+1: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0017,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M01,Engine_Power_to_Weight_Ratio,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0018,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M02,PTO_Efficiency_Index,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0019,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M03,Hydraulic_System_Capacity_Score,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0020,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0021,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M05,Spare_Parts_Availability_Score,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0022,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M06,Warranty_Coverage_Index,10,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0023,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0024,P-003,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-003-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 3+1: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0025,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M01,Engine_Power_to_Weight_Ratio,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0026,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M02,PTO_Efficiency_Index,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0027,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M03,Hydraulic_System_Capacity_Score,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0028,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0029,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M05,Spare_Parts_Availability_Score,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0030,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M06,Warranty_Coverage_Index,10,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0031,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0032,P-004,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-004-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 с ПСМ КПП 4+1: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0033,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M01,Engine_Power_to_Weight_Ratio,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0034,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M02,PTO_Efficiency_Index,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0035,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M03,Hydraulic_System_Capacity_Score,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0036,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0037,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M05,Spare_Parts_Availability_Score,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0038,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M06,Warranty_Coverage_Index,10,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0039,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0040,P-005,"Минитрактор Xingtai / Синтай 244L с ПСМ",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-005-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай 244L с ПСМ: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0041,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M01,Engine_Power_to_Weight_Ratio,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0042,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M02,PTO_Efficiency_Index,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0043,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M03,Hydraulic_System_Capacity_Score,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0044,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0045,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M05,Spare_Parts_Availability_Score,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0046,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M06,Warranty_Coverage_Index,10,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0047,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0048,P-006,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-006-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-254 Lux с ПСМ КПП 8+8: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0049,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M01,Engine_Power_to_Weight_Ratio,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0050,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M02,PTO_Efficiency_Index,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0051,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M03,Hydraulic_System_Capacity_Score,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0052,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M04,Fuel_Consumption_Efficiency_Index,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0053,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M05,Spare_Parts_Availability_Score,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0054,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M06,Warranty_Coverage_Index,10,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: демонстрирует максимальный уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 10/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0055,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M07,Post_Sale_Service_Access_Penalty,0,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0056,P-007,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8",M08,Resale_Value_Depreciation_Risk,0,"SRC-P-007-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304 Lux с ПСМ КПП 8+8: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск не зафиксирован (оценка 0/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0057,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M01,Engine_Power_to_Weight_Ratio,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0058,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M02,PTO_Efficiency_Index,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0059,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M03,Hydraulic_System_Capacity_Score,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0060,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M04,Fuel_Consumption_Efficiency_Index,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0061,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M05,Spare_Parts_Availability_Score,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
